Title,url,Question,Answer,Correct Answer
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 13: Mệnh đề dưới đây, mệnh đề nào đúng? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 14: Trong các câu sau, có bao nhiêu câu là mệnh đề? (I) Hãy mở cửa ra! (II) Số 20 chia hết cho 8 (III) Số 17 là một số nguyên tố. (IV) Bạn có thích ăn phở không? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 15: Trong ngôn ngữ lập trình Python, giá trị đúng thể hiện bởi ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 16: Trong các mệnh đề sau, mệnh đề nàosai? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 17: Trong ngôn ngữ lập trình, các biến hay hàm có thể mang giá trị lôgic hay không? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,Câu 18: Cần ít nhất bao nhiêu bit để biểu diễn dữ liệu lôgic? ,"['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,Câu 19: Cần bao nhiêu bít để biểu diễn dữ liệu lôgic? ,"['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 20: Phép hội, hay còn gọi là phép nhân lôgic được kí hiệu bởi từ tiếng anh nào? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,Câu 21: Phép tính nào cho giá trị đúng khi p và q có giá trị khác nhau? ,"['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,"Câu 22: Đâu là thông tin có hai giá trị đối lập, có thể quy về kiểu lôgic? ","['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu lôgic,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-logic.html,Câu 23: Kết quả của phép hội mệnh đề p và mệnh đề phủ định của p là gì? ,"['A.1 hoặc 0.', 'B.Không có kết quả.', 'C.1.', 'D.0.']",['D.\xa00.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 1: Chu kì lấy mẫu là gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 2: Hình ảnh hiển thị trên máy tính sử dụng hệ màu nào? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 3: Lấy mẫu là công việc được thức hiện ở bước nào trong phương pháp cơ bản số hoá âm thanh? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 4: Ảnh màu thông dụng có độ sâu màu là bao nhiêu bit? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 5: Âm thanh là dữ liệu con người tiếp nhận qua giác quan nào? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 6: Ảnh xám thông dụng có độ sâu màu là bao nhiêu bit? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,"Câu 7: Trong máy tính, mỗi điểm ảnh được mã hóa bởi bao nhiêu bit? ","['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 8: Bước thứ 2 của phương pháp cơ bản số hoá âm thanh ta thực hiện công việc gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 9: Phương pháp điều chế mã xung được thực hiện qua mấy bước? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 10: Dung lượng của ảnh định dạng .jpeg có tệp dung lượng ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 11: Ảnh bitmap nguyên gốc được lưu vào các tệp có phần mở rộng là gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 12: Số bit cần thiết để biểu diễn được một giây âm thanh được gọi là gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 13: Có bao nhiêu cách giải quyết vấn đề tốn bộ nhớ khi lưu ảnh? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 14: Ảnh đen trắng có những màu sắc nào dưới đây? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 15: Hình ảnh là dữ liệu con người tiếp nhận qua giác quan nào? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 16: Có bao nhiêu phương pháp chính làm giảm kích thước tệp? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 17: Các thiết bị âm thanh số cần có mạch điện tử DAC làm gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 18: Ảnh bitmap nguyên gốc được lưu vào các tệp có phần mở rộng là ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 19: Phương pháp cơ bản của số hóa âm thanh là gì? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 20: Điều nàosaikhi nói về ảnh định dạng “.jpeg”? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 21: Hệ ba màu cơ bản gồm những màu nào? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,Câu 22: Có mấy phương pháp chính để giảm kích thước tệp âm thanh? ,"['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,"Câu 23: Khi số hoá âm thanh, chu kì lấy mẫu tăng thì lượng thông tin lưu trữ tăng hay giảm? ","['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Dữ liệu âm thanh và hình ảnh,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-du-lieu-am-thanh-va-hinh-anh.html,"Câu 24: Máy tính có thể tiếp nhận dữ liệu âm thanh, hình ảnh không? ","['A.Không.', 'B.Có.', 'C.Chỉ nhận biết dữ liệu âm thanh', 'D.Không có dữ liệu âm thanh, hình ảnh.']",['B.\xa0Có.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 1: Điện thoại thông minh khác với điện thoại thường ở điểm nào? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 2: Định nghĩa nào về Byte là đúng? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 3: Trên điện thoại thông minh có các nút bấm nào? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 4: Trợ thủ cá nhân hay còn gọi là ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 5: Trong bảng mã UNICODE, mỗi kí tự Tiếng Việt theo UTF-8 được biểu diễn bởi bao nhiêu byte? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 6: Kết nối nàokhôngphải là kết nối phổ biến trên các PDA hiện nay? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 7: Nghe bản tin dự báo thời tiết “Ngày mai trời có thể mưa”, em sẽ xử lý thông tin và quyết định như thế nào (thông tin ra)? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 8: Khi dùng điện thoại thông minh chụp ảnh, các file ảnh này có chuyển đến một điện thoại thông minh khác được không? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 9: Một số chức năng thiết yếu của điện thoại là gì? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 10: Câu trả lời đúng cho câu hỏi “Tại sao cần xây dựng bảng mã Unicode?” ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 11: “Em nghe loa phát thanh, biết hôm nay là Kỉ niệm 10 năm thành lập trường”. Theo em, đó là thông tin dạng gì? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 12: Đâukhôngphải là thiết bị thông minh? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 13: Laptop và điện thoại thông minh có thể trao đổi dữ liệu với nhau được không? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 14: Đặc điểm quan trọng của PDA là ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 15: Màn hình chính của điện thoại thông minh có những thông tin nào? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 16: Ứng dụng nào sau đây là ứng dụng tiêu biểu của thiết bị số? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 17: Để lưu trữ file ảnh lên dịch vụ lưu trữ đám mây, điện thoại thông minh có thực hiện được không? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 18: Điện thoại thông minh có thể nhắn tin bằng giọng nói được không? ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,Câu 19: Đâukhôngphải một trợ thủ cá nhân ,"['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Thực hành sử dụng thiết bị số thông dụng,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-thuc-hanh-su-dung-thiet-bi-so-thong-dung.html,"Câu 20: Bạn An gọi điện nói với em: “Ngày mai có một bộ phim hoạt hình được chiếu ở rạp lúc 8 giờ, tớ đã thấy ở poster gần trường mình, mai cậu xin phép bố mẹ và đi xem với tớ nhé”. Theo em thông tin mà bạn An biết được khi nói với em ở dạng nào? ","['A.Viết.', 'B.Nói.', 'C.Vẽ.', 'D. Hình ảnh.']",['B.\xa0Nói.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Mạng máy tính trong cuộc sống hiện đại,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-mang-may-tinh-trong-cuoc-song-hien-dai.html,Câu 1: Mạng cục bộ viết tắt là gì? ,"['A.Qua dịch vụ 3G, 4G, 5G.', 'B.Kết nối gián tiếp qua wifi.', 'C.Cả A và B.', 'D.Không thể kết nối.']",['C.\xa0Cả A và B.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Mạng máy tính trong cuộc sống hiện đại,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-mang-may-tinh-trong-cuoc-song-hien-dai.html,Câu 2: Phần mềm có thể chia thành mấy nhóm? ,"['A.Qua dịch vụ 3G, 4G, 5G.', 'B.Kết nối gián tiếp qua wifi.', 'C.Cả A và B.', 'D.Không thể kết nối.']",['C.\xa0Cả A và B.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Mạng máy tính trong cuộc sống hiện đại,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-mang-may-tinh-trong-cuoc-song-hien-dai.html,"Câu 3: Các thiết bị sau đây, thiết bị nàokhôngphải là thiết bị mạng? ","['A.Qua dịch vụ 3G, 4G, 5G.', 'B.Kết nối gián tiếp qua wifi.', 'C.Cả A và B.', 'D.Không thể kết nối.']",['C.\xa0Cả A và B.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Mạng máy tính trong cuộc sống hiện đại,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-mang-may-tinh-trong-cuoc-song-hien-dai.html,Câu 4: Bộ định tuyến (Router) có thể có mấy cổng mạng? ,"['A.Qua dịch vụ 3G, 4G, 5G.', 'B.Kết nối gián tiếp qua wifi.', 'C.Cả A và B.', 'D.Không thể kết nối.']",['C.\xa0Cả A và B.']
Trắc nghiệm Tin học 10 kết nối tri thức bài Mạng máy tính trong cuộc sống hiện đại,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-bai-mang-may-tinh-trong-cuoc-song-hien-dai.html,Câu 5: Việc chia sẻ tài nguyên mạng theo nhu cầu qua internet miễn phí hoặc trả phí theo hạn mức sử dụng được gọi là ,"['A.Qua dịch vụ 3G, 4G, 5G.', 'B.Kết nối gián tiếp qua wifi.', 'C.Cả A và B.', 'D.Không thể kết nối.']",['C.\xa0Cả A và B.']
